 capri_step pdb run acc_top1 acc_top5 acc_top10 acc_top20 acc_top48 med_top1 med_top5 med_top10 med_top20 med_top48 high_top1 high_top5 high_top10 high_top20 high_top48
121 3 7pi7 run-af2-CDR-EpiVag-AA-mpi-50-50 0 2 3 5 12 0 0 0 0 0 0 0 0 0 0
122 3 7pi7 run-ab-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
123 3 7pi7 run-af2abl-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
124 3 7pi7 run-af2af2-CDR-EpiVag-mpi-50-50 0 0 3 3 3 0 0 0 0 0 0 0 0 0 0
125 3 7pi7 run-af2ens-Para-Epi-mpi-50-50 1 2 4 6 9 0 0 0 0 0 0 0 0 0 0
126 3 7f7e run-af2ensnoaf2-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
127 3 7f7e run-af2ig-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
128 3 7f7e run-af2ab-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
129 3 7f7e run-abl-Para-Epi-mpi-50-50 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
130 3 7f7e run-af2af2-Para-Epi-mpi-50-50 0 0 1 2 3 0 0 0 0 0 0 0 0 0 0
131 3 7f7e run-ens-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
132 3 7f7e run-ensnoaf2-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
133 3 7f7e run-abl-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
134 3 7f7e run-abens-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
135 3 7f7e run-ig-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
136 3 7f7e run-af2ig-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
137 3 7f7e run-af2af2-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
138 3 7f7e run-af2abens-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
139 3 7f7e run-af2ig-Para-Epi-mpi-50-50 1 4 7 12 15 0 0 0 0 0 0 0 0 0 0
140 3 7f7e run-af2ab-Para-Epi-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
141 3 7f7e run-ens-Para-Epi-mpi-50-50 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
142 3 7f7e run-ensnoaf2-Para-Epi-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
143 3 7f7e run-af2-Para-Epi-mpi-50-50 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
144 3 7f7e run-af2abl-Para-Epi-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
145 3 7f7e run-af2ensnoaf2-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
146 3 7f7e run-af2-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
147 3 7f7e run-af2ensnoaf2-Para-Epi-mpi-50-50 1 3 3 3 4 0 0 0 0 0 0 0 0 0 0
148 3 7f7e run-af2abens-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
149 3 7f7e run-ens-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
150 3 7f7e run-af2ab-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
151 3 7f7e run-abens-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
152 3 7f7e run-ab-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
153 3 7f7e run-abens-Para-Epi-mpi-50-50 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0
154 3 7f7e run-abl-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
155 3 7f7e run-ensnoaf2-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
156 3 7f7e run-ig-Para-Epi-mpi-50-50 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
157 3 7f7e run-af2ens-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
158 3 7f7e run-ab-Para-Epi-mpi-50-50 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
159 3 7f7e run-af2abl-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 3 7f7e run-af2abens-Para-Epi-mpi-50-50 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
161 3 7f7e run-ig-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
162 3 7f7e run-af2ens-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
163 3 7f7e run-af2-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
164 3 7f7e run-ab-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
165 3 7f7e run-af2abl-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
166 3 7f7e run-af2af2-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
167 3 7f7e run-af2ens-Para-Epi-mpi-50-50 1 2 2 2 3 0 0 0 0 0 0 0 0 0 0
168 3 7n4i run-af2ensnoaf2-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
169 3 7n4i run-af2ig-CDR-EpiVag-mpi-50-50 0 2 2 2 2 0 0 0 0 0 0 0 0 0 0
170 3 7n4i run-af2ab-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
171 3 7n4i run-abl-Para-Epi-mpi-50-50 1 4 5 8 19 0 0 0 2 5 0 0 0 0 0
172 3 7n4i run-af2af2-Para-Epi-mpi-50-50 1 3 5 7 9 0 1 1 2 2 0 0 0 0 0
173 3 7n4i run-ens-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
174 3 7n4i run-ensnoaf2-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
175 3 7n4i run-abl-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
176 3 7n4i run-abens-CDR-EpiVag-AA-mpi-50-50 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0
177 3 7n4i run-ig-CDR-EpiVag-AA-mpi-50-50 0 2 2 4 7 0 0 0 0 0 0 0 0 0 0
178 3 7n4i run-af2ig-CDR-EpiVag-AA-mpi-50-50 0 0 1 3 3 0 0 0 0 0 0 0 0 0 0
179 3 7n4i run-af2af2-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0
180 3 7n4i run-af2abens-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
181 3 7n4i run-af2ig-Para-Epi-mpi-50-50 1 5 8 14 16 1 3 3 5 5 0 0 0 0 0
182 3 7n4i run-af2ab-Para-Epi-mpi-50-50 1 3 7 11 18 0 0 1 1 1 0 0 0 0 0
183 3 7n4i run-ens-Para-Epi-mpi-50-50 1 5 9 14 23 0 1 5 6 8 0 0 0 0 0
184 3 7n4i run-ensnoaf2-Para-Epi-mpi-50-50 1 4 8 12 21 0 0 0 1 4 0 0 0 0 0
185 3 7n4i run-af2-Para-Epi-mpi-50-50 1 5 10 20 25 1 5 10 20 21 0 0 0 0 0
186 3 7n4i run-af2abl-Para-Epi-mpi-50-50 0 2 3 4 17 0 0 0 0 1 0 0 0 0 0
187 3 7n4i run-af2ensnoaf2-CDR-EpiVag-mpi-50-50 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
188 3 7n4i run-af2-CDR-EpiVag-mpi-50-50 0 1 2 3 4 0 0 0 0 0 0 0 0 0 0
189 3 7n4i run-af2ensnoaf2-Para-Epi-mpi-50-50 1 4 6 7 15 0 1 2 2 2 0 0 0 0 0
190 3 7n4i run-af2abens-CDR-EpiVag-mpi-50-50 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
191 3 7n4i run-ens-CDR-EpiVag-mpi-50-50 0 1 1 2 3 0 0 0 0 0 0 0 0 0 0
192 3 7n4i run-af2ab-CDR-EpiVag-AA-mpi-50-50 0 0 3 6 12 0 0 0 0 0 0 0 0 0 0
193 3 7n4i run-abens-CDR-EpiVag-mpi-50-50 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0
194 3 7n4i run-ab-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
195 3 7n4i run-abens-Para-Epi-mpi-50-50 1 4 8 16 20 0 0 1 3 3 0 0 0 0 0
196 3 7n4i run-abl-CDR-EpiVag-mpi-50-50 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
197 3 7n4i run-ensnoaf2-CDR-EpiVag-mpi-50-50 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0
198 3 7n4i run-ig-Para-Epi-mpi-50-50 1 4 9 16 27 0 0 2 3 4 0 0 0 0 0
199 3 7n4i run-af2ens-CDR-EpiVag-AA-mpi-50-50 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0
200 3 7n4i run-ab-Para-Epi-mpi-50-50 1 5 10 18 29 0 0 0 0 0 0 0 0 0 0
201 3 7n4i run-af2abl-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
202 3 7n4i run-af2abens-Para-Epi-mpi-50-50 1 3 6 11 20 1 1 2 3 4 0 0 0 0 0
203 3 7n4i run-ig-CDR-EpiVag-mpi-50-50 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0
204 3 7n4i run-af2ens-CDR-EpiVag-mpi-50-50 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
205 3 7n4i run-af2-CDR-EpiVag-AA-mpi-50-50 1 3 6 9 10 1 2 5 8 8 0 0 0 0 0
206 3 7n4i run-ab-CDR-EpiVag-mpi-50-50 0 0 0 2 4 0 0 0 0 0 0 0 0 0 0
207 3 7n4i run-af2abl-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
208 3 7n4i run-af2af2-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
209 3 7n4i run-af2ens-Para-Epi-mpi-50-50 1 4 6 6 13 0 1 3 3 3 0 0 0 0 0
210 3 7mdj run-af2ensnoaf2-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0
211 3 7mdj run-af2ig-CDR-EpiVag-mpi-50-50 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0
212 3 7mdj run-af2ab-CDR-EpiVag-mpi-50-50 1 2 2 3 5 0 0 0 0 0 0 0 0 0 0
213 3 7mdj run-abl-Para-Epi-mpi-50-50 1 5 10 20 33 0 2 4 6 6 0 0 0 0 0
214 3 7mdj run-af2af2-Para-Epi-mpi-50-50 1 5 8 11 26 1 1 1 2 3 0 0 0 0 0
215 3 7mdj run-ens-CDR-EpiVag-AA-mpi-50-50 0 4 6 13 18 0 0 0 1 1 0 0 0 0 0
216 3 7mdj run-ensnoaf2-CDR-EpiVag-AA-mpi-50-50 0 2 4 8 14 0 0 0 0 0 0 0 0 0 0
217 3 7mdj run-abl-CDR-EpiVag-AA-mpi-50-50 1 5 7 14 20 0 0 0 1 1 0 0 0 0 0
218 3 7mdj run-abens-CDR-EpiVag-AA-mpi-50-50 1 4 7 8 17 1 2 3 3 3 0 0 0 0 0
